categoria,data_fine,data_inizio,indirizzo,luogo,titolo,url,macro_categoria,geocoded_address,lat,long,cluster,subcluster,hierarchical_id,subsubcluster
Spettacoli,24-11-19,24-11-19,"Corso Buenos Aires 33,20124, Milano, MI,Italia",Elfo Puccini - Sala Bausch,La lingua langue,https://www.teatro.it/spettacoli/milano/elfo-puccini-sala-bausch/2019-2020/la-lingua-langue,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387,0,0,0.3,3
Spettacoli,24-11-19,24-11-19,"Via Rovello 2,20121, Milano, MI,Italia",Piccolo Teatro - Teatro Grassi,L'abisso,https://www.teatro.it/spettacoli/milano/piccolo-teatro-teatro-grassi/2019-2020/labisso,Teatro e spettacolo,"2, Via Rovello, Brera, Milano, Lombardia, 20121, Italia",45.4665188,9.1847651,0,0,0.1,1
Manifestazioni,30-11-19,25-11-19,"Via San Barnaba, 48, Milano, MI",Società Umanitaria,Giornata contro la violenza sulle donne: una settimana di incontri alla Società Umanitaria,https://www.milanotoday.it/eventi/incontri-violenza-donne-chiostro-umanitaria.html,Altri eventi,"48, Via San Barnaba, Guastalla, Municipio 1, Milano, Lombardia, 20122, Italia",45.4599206,9.2019497,0,0,0.20,20
,08-12-19,25-11-19,"Via Gaudenzio Ferrari, 3, Milano, MI",Almach Art Gallery,"La mostra di Anna Pennati, ""Rosae rosarum rosis""",https://www.milanotoday.it/eventi/anna-pennati-mostra.html,Non classificato,"3, Via Gaudenzio Ferrari, Ticinese, Municipio 1, Milano, Lombardia, 20123, Italia",45.4558833,9.1754506,0,0,0.16,16
Concerti,25-11-19,25-11-19,"Corso Buenos Aires, Milano, MI",Teatro Elfo Puccini,A Milano il concerto (di beneficenza) della Young Talents Orchestra: sul palco 50 baby talenti,https://www.milanotoday.it/eventi/concerto-young-talent-orchestra.html,Musica e vita notturna,"Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20219, Italia",45.4749579,9.2055384,0,0,0.12,12
Incontri,25-11-19,25-11-19,"Via San Giovanni sul Muro, 2, Milano, MI",Teatro dal Verme,Max Raabe & Palast Orchester,https://www.milanotoday.it/eventi/max-raabe-palast-orchester-max-raabe-2019.html,Formazione e networking,"2, Via San Giovanni sul Muro, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4671162,9.1814924,0,0,0.1,1
Incontri,25-11-19,25-11-19,"Corso Venezia, 21, Milano, MI",Spazio Fornasetti,"Giornata contro la violenza sulle donne, arriva un dialogo attorno al silenzio delle donne",https://www.milanotoday.it/eventi/incontro-violenza-donne-spazio-fornasetti.html,Formazione e networking,"21, Corso Venezia, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.4686868,9.1989736,0,0,0.1,1
,03-12-19,26-11-19,"Piazza Borromeo, 10, Milano, MI",Studio Rospigliosi,"Allo Studio Rospigliosi arriva la mostra ""Pitture nel buio""",https://www.milanotoday.it/eventi/mostra-pitture-nel-buio.html,Non classificato,"10, Piazza Borromeo, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4636345,9.182509,0,0,0.1,1
Mostre,31-12-20,27-11-19,"Piazza del Duomo, Milano, MI",Leonardo3 Museum,La macchina volante di Da Vinci ricostruita per la prima volta a Milano: la mostra,https://www.milanotoday.it/eventi/macchina-volante-leonardo-mostra.html,Arte e cultura,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0,0,0.1,1
Mostre,15-01-20,27-11-19,"Via Melzo, 30, Milano, MI",gli eroici furori,Barbara Aloisio | Uccelli e pesci e sogni e incanti,https://www.milanotoday.it/eventi/barbara-aloisio-uccelli-e-pesci-e-sogni.html,Arte e cultura,"La Teiera Eclettica, 30, Via Melzo, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20129, Italia",45.4751952,9.2080791,0,0,0.12,12
Mostre,31-12-20,27-11-19,"Piazza del Duomo, Milano, MI",Leonardo3 Museum,La macchina volante di Da Vinci ricostruita per la prima volta a Milano: la mostra,https://www.milanotoday.it/eventi/macchina-volante-leonardo-mostra.html,Arte e cultura,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0,0,0.1,1
Mostre,21-12-19,27-11-19,"Via Edmondo de Amicis, 43, Milano, MI",Wunderkammern Gallery,Biancoshock - Disturbe,https://www.milanotoday.it/eventi/biancoshock-disturbe-biancoshock-2019.html,Arte e cultura,"Glam pilates, 43, Via Edmondo De Amicis, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20123, Italia",45.4597476,9.1758946,0,0,0.-1,-1
Incontri,25-01-20,27-11-19,"Via Senato, Milano, MI",Studio Guastalla Arte Moderna e Contemporanea,Mario Schifano. In onda tv,https://www.milanotoday.it/eventi/mario-schifano-in-onda-tv-mario-schifano-2019.html,Formazione e networking,"Via Senato, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4714266,9.1962309,0,0,0.9,9
Mostre,15-01-20,27-11-19,"Via Melzo, 30, Milano, MI",gli eroici furori,Barbara Aloisio | Uccelli e pesci e sogni e incanti,https://www.milanotoday.it/eventi/barbara-aloisio-uccelli-e-pesci-e-sogni.html,Arte e cultura,"La Teiera Eclettica, 30, Via Melzo, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20129, Italia",45.4751952,9.2080791,0,0,0.12,12
Spettacoli,27-11-19,27-11-19,"Via San Giovanni sul muro 2,20121, Milano, MI,Italia",Dal Verme,Atom Heart Mother,https://www.teatro.it/spettacoli/milano/dal-verme/2019-2020/pink-floyd-legend-atom-heart-mother,Teatro e spettacolo,"2, Via San Giovanni sul Muro, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4671162,9.1814924,0,0,0.1,1
Incontri,27-11-19,27-11-19,"Piazza del Duomo, Milano, MI",Libreria Rizzoli,"La Matematica del cuore, presentazione alla Rizzoli",https://www.milanotoday.it/eventi/matematica-cuore-eliselle.html,Formazione e networking,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0,0,0.1,1
Incontri,25-01-20,27-11-19,"Via Senato, Milano, MI",Studio Guastalla Arte Moderna e Contemporanea,Mario Schifano. In onda tv,https://www.milanotoday.it/eventi/mario-schifano-in-onda-tv-mario-schifano-2019.html,Formazione e networking,"Via Senato, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4714266,9.1962309,0,0,0.9,9
Manifestazioni,01-12-19,28-11-19,"Via Tortona, 27, Milano, MI",Superstudiopiù,"""Man’s World Taste Experience"": arriva un evento dedicato alle passioni maschili",https://www.milanotoday.it/eventi/man-s-world-evento.uomo.html,Altri eventi,"Mandarina duck, 27, Via Tortona, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.4506784,9.1634775,0,0,0.5,5
Mostre,20-01-20,28-11-19,"Piazza della Scala, Milano, MI",Palazzo Marino,"La splendida ""Annunciazione"" di Lippi: l'opera gratis in mostra in Comune",https://www.milanotoday.it/eventi/annunciazione-gratis-palazzo-marino.html,Arte e cultura,"Piazza della Scala, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.4672839,9.1901494,0,0,0.1,1
Manifestazioni,01-12-19,28-11-19,"Via Tortona, Milano, MI",Superstudio Più,Man’s World Taste Experience 2019 a Milano: tutto il meglio per il mondo maschile,https://www.milanotoday.it/eventi/man-world-experience-milano.html,Altri eventi,"Via Tortona, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.4508821,9.1588843,0,0,0.5,5
,28-11-19,28-11-19,"Via Fatebenefratelli, 9, Milano, MI",,Ecco il mercatino di Natale di beneficenza a Milano,https://www.milanotoday.it/mercatino-natale.html,Non classificato,"Rubelli, 9, Via Fatebenefratelli, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.4731584,9.1914461,0,0,0.22,22
Mostre,20-01-20,28-11-19,"Piazza della Scala, Milano, MI",Palazzo Marino,"La splendida ""Annunciazione"" di Lippi: l'opera gratis in mostra in Comune",https://www.milanotoday.it/eventi/annunciazione-gratis-palazzo-marino.html,Arte e cultura,"Piazza della Scala, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.4672839,9.1901494,0,0,0.1,1
,01-12-19,29-11-19,"Via Edmondo de Amicis, 10, Milano, MI",Casa dei diritti,Lovers,https://www.milanotoday.it/eventi/lovers-2019.html,Non classificato,"10, Via Edmondo De Amicis, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4578486,9.1800011,0,0,0.1,1
Manifestazioni,29-11-19,29-11-19,"Piazza Guglielmo Oberdan, Milano, MI",Porta Venezia,"Luminarie, accensione delle luci in corso Buenos Aires e Porta Venezia",https://www.milanotoday.it/eventi/accensione-luci-porta-venezia.html,Altri eventi,"Piazza Guglielmo Oberdan, Giardini Porta Venezia, Municipio 1, Milano, Lombardia, 20219, Italia",45.4742764,9.2045505,0,0,0.12,12
Mostra,12-01-20,29-11-19,"piazza della Scala, Milano, MI",Luogo sconosciuto,Filippino Lippi. L'Annunciazione ,,Arte e cultura,"Piazza della Scala, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.4672839,9.1901494,0,0,0.1,1
Cibo e Vino,02-12-19,30-11-19,"Via Tortona, 27, Milano, MI",Superstudiopiù,"""Milano Coffee Festival"", arriva una tre giorni dedicata al mondo del caffè",https://www.milanotoday.it/eventi/festival-caffe-tortona.html,Enogastronomia,"Mandarina duck, 27, Via Tortona, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.4506784,9.1634775,0,0,0.5,5
Cibo e Vino,02-12-19,30-11-19,"Via Tortona, 27, Milano, MI",Superstudio Più,"Degustazioni gratis, torrefazione e performance: ecco il Milan Coffee Festival",https://www.milanotoday.it/eventi/milan-coffee-festival.html,Enogastronomia,"Mandarina duck, 27, Via Tortona, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.4506784,9.1634775,0,0,0.5,5
Inaugurazioni,06-01-20,30-11-19,"Corso Venezia, Milano, MI",Giardini Indro Montanelli,Al Villaggio delle Meraviglie si accende l'albero di Natale,https://www.milanotoday.it/eventi/villaggio-natale-albero-porta-venezia.html,Inaugurazioni,"Corso Venezia, Guastalla, Municipio 1, Milano, Lombardia, 20219, Italia",45.4744208,9.205056,0,0,0.12,12
,06-01-20,30-11-19,"Via Palestro, Milano, MI",Giardini Indro Montanelli,Inaugurazione del Villaggio delle Meraviglie 2019,https://www.milanotoday.it/eventi/inaugurazione-villaggio-delle-meraviglie-quando.html,Non classificato,"Via Palestro, Giardini Porta Venezia, Municipio 1, Milano, Lombardia, 20219, Italia",45.4722109,9.2017814,0,0,0.28,28
,30-11-19,30-11-19,"Via Borgogna, 3, Milano, MI",Casa della Cultura,"""La dignità di una scelta"": dialogo e incontro sul biotestamento",https://www.milanotoday.it/eventi/incontro-biotestamento.html,Non classificato,"Marco, 3, Via Borgogna, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.4659702,9.1981985,0,0,0.1,1
,30-11-19,30-11-19,"Viale Col di Lana, 12, Milano, MI",Centro Tan'atara,"Problemi di sonno nei bambini, un incontro gratuito per parlarne con l’esperto",https://www.milanotoday.it/eventi/problemi-di-sonno-nei-bambini.html,Non classificato,"12, Viale Col di Lana, Ticinese, Municipio 5, Milano, Lombardia, 20136, Italia",45.4519605,9.1838622,0,0,0.-1,-1
Mercatini,01-12-19,30-11-19,"Corso di Porta Ticinese, 95, Milano, MI",Museo Diocesano Carlo Maria Martini,"Al Museo Diocesano arriva ""Natale nel Chiostro"", un mercatino di Natale con laboratori per bambini",https://www.milanotoday.it/eventi/mercatino-museo-diocesano-natale.html,Mercati e shopping,"95, Corso di Porta Ticinese, Ticinese, Municipio 1, Milano, Lombardia, 20123, Italia",45.4550676,9.1813468,0,0,0.1,1
Spettacoli,30-11-19,30-11-19,"Via Filodrammatici 2,20121, Milano, MI,Italia",Teatro Alla Scala,Balanchine / Kylián / Béjart,https://www.teatro.it/spettacoli/milano/teatro-alla-scala/2019-2020/balanchine-kylian-bejart,Teatro e spettacolo,"2, Via Filodrammatici, Brera, Milano, Lombardia, 20121, Italia",45.4676198,9.1884287,0,0,0.1,1
Mostre,01-12-19,30-11-19,"Corso Garibaldi, 27, Milano, MI",CAM,Arte in Brera iv 2019 mostra  collettiva di pittura,https://www.milanotoday.it/eventi/arte-in-brera-iv-2019-mostra-collettiva-di-pittura-2019.html,Arte e cultura,"27, Corso Giuseppe Garibaldi, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.4730231,9.18362,0,0,0.1,1
,06-01-20,30-11-19,"Via Palestro, Milano, MI",Giardini Indro Montanelli,Inaugurazione del Villaggio delle Meraviglie 2019,https://www.milanotoday.it/eventi/inaugurazione-villaggio-delle-meraviglie-quando.html,Non classificato,"Via Palestro, Giardini Porta Venezia, Municipio 1, Milano, Lombardia, 20219, Italia",45.4722109,9.2017814,0,0,0.28,28
Incontri,30-11-19,30-11-19,"Viale Papiniano, 42, Milano, MI",Centro Yomoda,"Milano, al via il workshop su yoga antico e meditazione di Antonella Spotti",https://www.milanotoday.it/eventi/milano-al-via-il-workshop-su-yoga-antico-e-meditazione.html,Formazione e networking,"Dott. Martinelli Daniele, 42, Viale Papiniano, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20123, Italia",45.45761,9.1697738,0,0,0.5,5
Incontri,30-11-19,30-11-19,"Piazza della Repubblica, 20, Milano, MI",Hotel Westin Palace,"Milano, arriva il 9° Convegno Nazionale sulla Malattia di Wilson",https://www.milanotoday.it/eventi/convegno-malattia-wilson.html,Formazione e networking,"20, Piazza della Repubblica, Centrale, Municipio 2, Milano, Lombardia, 20124, Italia",45.4790175,9.1990724,0,0,0.13,13
Attività Didattica,01-12-19,30-11-19,", 
                Milano
                (MI)",Luogo sconosciuto,Natale nel Chiostro - VII edizione,,Formazione e networking,"Milano, Lombardia, Italia",45.4641943,9.1896346,0,0,0.1,1
Mostre,23-02-20,30-11-19,"Piazza del Duomo, 12, Milano, MI",Palazzo Reale,"Palazzo Reale, la mostra gratuita con gli oggetti della maison Van Cleef & Arpels",https://www.milanotoday.it/eventi/mostra-palazzo-reale-van-cleef.html,Arte e cultura,"Giacomo, 12, Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, 20100, Italia",45.4632066,9.1914879,0,0,0.1,1
Inaugurazioni,06-01-20,30-11-19,"Corso Venezia, Milano, MI",Giardini Indro Montanelli,Al Villaggio delle Meraviglie si accende l'albero di Natale,https://www.milanotoday.it/eventi/villaggio-natale-albero-porta-venezia.html,Inaugurazioni,"Corso Venezia, Guastalla, Municipio 1, Milano, Lombardia, 20219, Italia",45.4744208,9.205056,0,0,0.12,12
Cibo e Vino,01-12-19,30-11-19,"Via Olona, 6, Milano, MI",Museo Nazionale della Scienza e della Tecnologia,"""I Maestri del Panettone 2019"" : due giornate da non perdere tra degustazioni, laboratori e tanto altro",https://www.milanotoday.it/eventi/i-maestri-del-panettone-2019-museo-nazionale-della-scienza-e-della-tecnologia.html,Enogastronomia,"6, Via Olona, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20123, Italia",45.4609706,9.1722645,0,0,0.35,35
Mostre,23-02-20,30-11-19,"Piazza del Duomo, 12, Milano, MI",Palazzo Reale,"Palazzo Reale, la mostra gratuita con gli oggetti della maison Van Cleef & Arpels",https://www.milanotoday.it/eventi/mostra-palazzo-reale-van-cleef.html,Arte e cultura,"Giacomo, 12, Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, 20100, Italia",45.4632066,9.1914879,0,0,0.1,1
Manifestazioni,23-12-19,01-12-19,"Piazza Fontana, Milano, MI",Piazza Fontana,"Milano, arriva uno speciale tram di Natale: ecco l'iniziativa di Netflix per ""Klaus""",https://www.milanotoday.it/eventi/tram-natale-klaus-netflix.html,Altri eventi,"Piazza Fontana, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.4630629,9.1948455,0,0,0.1,1
Spettacoli,01-12-19,01-12-19,"Corso Magenta 24,20123, Milano, MI,Italia",MTM - Litta,Fake,https://www.teatro.it/spettacoli/milano/litta/2019-2020/fake,Teatro e spettacolo,"24, Corso Magenta, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4658664,9.1782835,0,0,0.1,1
Spettacoli,01-12-19,01-12-19,"Corso Buenos Aires 33,20124, Milano, MI,Italia",Elfo Puccini - Sala Bausch,Acqua di Colonia,https://www.teatro.it/spettacoli/milano/elfo-puccini-sala-bausch/2019-2020/acqua-di-colonia,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387,0,0,0.3,3
Spettacoli,01-12-19,01-12-19,"Corso Buenos Aires,33,20124, Milano, MI,Italia",Teatro Elfo Puccini - sala Fassbinder,Arizona. Una tragedia musicale americana,https://www.teatro.it/spettacoli/milano/teatro-elfo-puccini-sala-fassbinder/2019-2020/arizona-una-tragedia-musicale-americana,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387,0,0,0.3,3
Fiere,15-12-19,01-12-19,"Via Palestro, 2, Milano, MI",,Un viaggio dentro la tecnologia: a Milano arriva il Dyson “technology museum”,https://www.milanotoday.it/eventi/fiere/tecnologia-milano-dyson-technology-museum.html,Mercati e shopping,"Consolato della Svizzera, 2, Via Palestro, Guastalla, Municipio 1, Milano, Lombardia, 20121, Italia",45.4727766,9.1964657,0,0,0.9,9
Spettacoli,01-12-19,01-12-19,"Piazza Cesare Beccaria 8,20122, Milano, MI,Italia",Gerolamo,La somma di due,https://www.teatro.it/spettacoli/milano/gerolamo/2019-2020/la-somma-di-due,Teatro e spettacolo,"Teatro Gerolamo, 8, Piazza Cesare Beccaria, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.464175,9.1945551,0,0,0.1,1
Incontri,01-12-19,01-12-19,"Piazza del Duomo, 8, Milano, MI",Museo del Novecento,Un musicista azero e un mungitore indiano (laureato): 'Human library' al Museo del '900,https://www.milanotoday.it/eventi/human-library-museo-900.html,Formazione e networking,"8, Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, 20123, Italia",45.4632949,9.1904599,0,0,0.1,1
Mostre,01-12-19,01-12-19,"Via Brera, Milano, MI",Pinacoteca di Brera,Musei gratis a Milano: ecco che cosa vedere domenica 1 dicembre,https://www.milanotoday.it/eventi/musei-gratis-pinacoteca-brera.html,Arte e cultura,"Via Brera, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4695763,9.1880746,0,0,0.1,1
Mostre,02-12-19,02-12-19,"Via Sant'Andrea, 6, Milano, MI",Palazzo Morando,“Leonardo prigioniero del volo” in mostra a Palazzo Morando 30 abiti ispirati al genio del rinascimento,https://www.milanotoday.it/eventi/leonardo-prigioniero-del-volo-in-mostra-a-palazzo-morando.html,Arte e cultura,"Palazzo Morando - Costume Moda Immagine, 6, Via Sant'Andrea, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.4685907,9.1962586,0,0,0.1,1
Mercatini,06-01-20,02-12-19,"Piazza del Duomo, Milano, MI",Piazza Duomo,"Luci, dolci e baite di legno: ecco il mercatino di Natale in Duomo",https://www.milanotoday.it/eventi/mercatino-natale-duomo-2019.html,Mercati e shopping,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0,0,0.1,1
Concerti,08-12-19,02-12-19,"Via Filodrammatici, Milano, MI",Teatro Filodrammatici,"Arrivano sette concerti di Pacifico con Malika Ayane, De Gregori, Samuele Bersani e tanti altri",https://www.milanotoday.it/eventi/concerti-pacifico-filodrammatici.html,Musica e vita notturna,"Via Filodrammatici, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.4673403,9.1886109,0,0,0.1,1
Spettacoli,02-12-19,02-12-19,"Via Giordano Rota 1,20145, Milano, MI,Italia",Nazionale Italiana Assicurazioni,Royal Garage World Tour - Ara Malikian,https://www.teatro.it/spettacoli/milano/nazionale-chebanca/2019-2020/royal-garage-world-tour-ara-malikian,Teatro e spettacolo,"20145, Italy",45.4643,9.1895,0,0,0.1,1
Mercatini,06-01-20,02-12-19,"Piazza del Duomo, Milano, MI",Piazza Duomo,"Luci, dolci e baite di legno: ecco il mercatino di Natale in Duomo",https://www.milanotoday.it/eventi/mercatino-natale-duomo-2019.html,Mercati e shopping,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0,0,0.1,1
Teatri,31-12-19,03-12-19,"Corso Buenos Aires, 33, Milano, MI",Teatro Elfo Puccini,"""L’importanza di chiamarsi Ernesto"": dal 3 al 31 dicembre all'Elfo",https://www.milanotoday.it/eventi/importanza-chiamarsi-ernesto-spettacolo.html,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387,0,0,0.3,3
