categoria,data_fine,data_inizio,indirizzo,luogo,titolo,url,macro_categoria,geocoded_address,lat,long,cluster,subcluster,hierarchical_id,subsubcluster
Mostre,27-03-22,23-07-21,"Piazza del Duomo, 8, Milano, MI",Museo del Novecento,Al Museo del Novecento oltre 100 opere di Mario Sironi,https://www.milanotoday.it/eventi/mostra-mario-sironi-museo-novecento.html,Arte e cultura,"8, Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, 20123, Italia",45.4632949,9.1904599,0,0,0.1,1
Mostra,27-03-22,23-07-21,"piazza Duomo, Milano, MI",Museo del Novecento di Milano,Mario Sironi - Sintesi e grandiosità,,Arte e cultura,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0,0,0.1,1
Spettacoli,23-07-21,23-07-21,"Via Rovello,2,20121, Milano, MI,Italia",Piccolo Teatro - Chiostro Nina Vinchi,Davide Enia - Madrigali di rivolta,https://www.teatro.it/spettacoli/milano/piccolo-teatro-chiostro-nina-vinchi/2020-2021/davide-enia-madrigali-di-rivolta,Teatro e spettacolo,"2, Via Rovello, Brera, Milano, Lombardia, 20121, Italia",45.4665188,9.1847651,0,0,0.1,1
Mostre,27-03-22,23-07-21,"Piazza del Duomo, 8, Milano, MI",Museo del Novecento,Al Museo del Novecento oltre 100 opere di Mario Sironi,https://www.milanotoday.it/eventi/mostra-mario-sironi-museo-novecento.html,Arte e cultura,"8, Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, 20123, Italia",45.4632949,9.1904599,0,0,0.1,1
Spettacoli,23-07-21,23-07-21,"Corso Buenos Aires,33,20124, Milano, MI,Italia",Teatro Elfo Puccini - sala Fassbinder,Nel guscio,https://www.teatro.it/spettacoli/milano/teatro-elfo-puccini-sala-fassbinder/2020-2021/nel-guscio,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387,0,0,0.3,3
Concerti,23-07-21,23-07-21,"Piazza Castello, Milano, MI",Castello Sforzesco,I Subsonica in concerto da Estate Sforzesca: orari e biglietti,https://www.milanotoday.it/eventi/concerto-subsonica-castello-sforzesco-biglietti.html,Musica e vita notturna,"Piazza Castello, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, Italia",45.4704699,9.1819129,0,0,0.1,1
Cinema,02-09-21,23-07-21,"Viale Vittorio Veneto, 2, Milano, MI",Cineteca Milano Meet,Alla Cineteca una rassegna di film dedicati al grande regista polacco Kieslowski,https://www.milanotoday.it/eventi/film-kieslowski-cineteca.html,Arte e cultura,"Meet Digital Culture Center, 2, Viale Vittorio Veneto, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4753303,9.2040729,0,0,0.12,12
Mostre,28-08-21,24-07-21,"Via San Vittore, 21, Milano, MI",Museo Nazionale della Scienza e della Tecnologia,Il Museo della Scienza presenta le Collezioni di Studio,https://www.milanotoday.it/eventi/museo-scienza-presenta-collezioni-di-studio.html,Arte e cultura,"21, Via San Vittore, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20123, Italia",45.4628946,9.1706462,0,0,0.11,11
Disco&Feste,24-07-21,24-07-21,"Viale Emilio Alemagna, 6, Milano, MI",La Triennale di Milano,In Triennale l'ultima festa di Le Cannibale prima della pausa estiva,https://www.milanotoday.it/eventi/triennale-festa-le-cannibale-prima-della-pausa-estiva.html,Musica e vita notturna,"Triennale Design Museum, 6, Viale Emilio Alemagna, Parco Sempione, Municipio 1, Milano, Lombardia, 20121, Italia",45.4721477,9.1734894,0,0,0.4,4
Disco&Feste,24-07-21,24-07-21,"Viale Emilio Alemagna, 6, Milano, MI",La Triennale di Milano,In Triennale una nuova festa di Le Cannibale,https://www.milanotoday.it/eventi/festa-le-cannibale-triennale.html,Musica e vita notturna,"Triennale Design Museum, 6, Viale Emilio Alemagna, Parco Sempione, Municipio 1, Milano, Lombardia, 20121, Italia",45.4721477,9.1734894,0,0,0.4,4
Spettacoli,24-07-21,24-07-21,"Corso Magenta 24,20123, Milano, MI,Italia",MTM - Litta,Getsèmani (secondo cammino),https://www.teatro.it/spettacoli/milano/mtm-litta/2020-2021/getsemani-secondo-cammino,Teatro e spettacolo,"Boccascena Cafè, 24, Corso Magenta, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.466045,9.1778296,0,0,0.1,1
Teatri,25-07-21,25-07-21,"Piazza Castello, Milano, MI",Castello Sforzesco,Zelig show e un corso di scrittura creativa da Estate Sforzesca,https://www.milanotoday.it/eventi/spettacolo-zelig-estate-sforzesca-2021.html,Teatro e spettacolo,"Piazza Castello, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, Italia",45.4704699,9.1819129,0,0,0.1,1
Moda,01-08-21,26-07-21,"Via Alessandro Volta, 7A, Milano, MI",Moscova District Market,"Secret Market, oltre i saldi. Fino a domenica 1 agosto più di top 30 brand all’80% e al 90%",https://www.milanotoday.it/eventi/sconti-moda-moscova.html,Mercati e shopping,"7a, Via Alessandro Volta, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.4794117,9.1836722,0,0,0.1,1
Incontri,27-07-21,27-07-21,"Via Palestro, 14, Milano, MI",PAC - Padiglione d’arte contemporanea,Al Pac una visita guidata gratuita in memoria della strage di via Palestro,https://www.milanotoday.it/eventi/visita-guidata-gratuita-pac-per-ricordo-strage-via-palestro.html,Formazione e networking,"14, Via Palestro, Guastalla, Municipio 1, Milano, Lombardia, 20121, Italia",45.4729115,9.1995282,0,0,0.6,6
Incontri,27-07-21,27-07-21,"Viale Emilio Alemagna, 6, Milano, MI",La Triennale di Milano,"Triennale Estate, dialogo con il dantista Manuele Gragnolati sul mistero in Dante",https://www.milanotoday.it/eventi/triennale-estate-dialogo-con-dantista-manuele-gragnolati.html,Formazione e networking,"Triennale Design Museum, 6, Viale Emilio Alemagna, Parco Sempione, Municipio 1, Milano, Lombardia, 20121, Italia",45.4721477,9.1734894,0,0,0.4,4
Teatri,30-07-21,29-07-21,"Via Rovello, 2, Milano, MI",Chiostro Nina Vinchi,"Estate al Piccolo: al Chiostro Nina Vinchi lo spettacolo ""Dove sogna la mosca giravite""",https://www.milanotoday.it/eventi/spettacolo-chiostro-nina-vinchi-piccolo-teatro.html,Teatro e spettacolo,"2, Via Rovello, Brera, Milano, Lombardia, 20121, Italia",45.4665188,9.1847651,0,0,0.1,1
Disco&Feste,31-07-21,31-07-21,"Via Valenza, Milano, MI",Ride Milano,Da Ride Milano una festa gratis dedicata alla musica londinese,https://www.milanotoday.it/eventi/bando-party-ride-milano.html,Musica e vita notturna,"Via Valenza, Navigli, Municipio 6, Milano, Lombardia, 20144, Italia",45.4514071,9.1691656,0,0,0.27,27
,31-07-21,31-07-21,"Piazza Castello, Milano, MI",Cortile delle Armi del Castello Sforzesco,Tiresia a estate sforzesca 2021,https://www.milanotoday.it/eventi/tiresia-2021.html,Non classificato,"Piazza Castello, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, Italia",45.4704699,9.1819129,0,0,0.1,1
Mostre,31-08-21,01-08-21,"Via San Vittore, 21, Milano, MI",Museo Nazionale della Scienza e della Tecnologia,Laboratori per bambini e mostre fotografiche: tutte le novità estive del Museo della Scienza,https://www.milanotoday.it/eventi/laboratori-bambini-mostre-fotografiche-museo-scienza.html,Arte e cultura,"21, Via San Vittore, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20123, Italia",45.4628946,9.1706462,0,0,0.11,11
evento solo on-line,31-07-22,02-08-21,"Via Filodrammatici,  2, Milano, MI",Teatro la Scala,"Caruso, Corelli e Di Stefano: la mostra online della Scala sui tre grandi tenori italiani",,Eventi digitali,"2, Via Filodrammatici, Brera, Milano, Lombardia, 20121, Italia",45.4673781,9.188701,0,0,0.1,1
Manifestazioni,31-08-21,02-08-21,"Via Bergognone, 34, Milano, MI",Base Milano,"Agosto da Base, tutti gli appuntamenti di musica all'aperto",https://www.milanotoday.it/eventi/programma-agosto-2021-base.html,Altri eventi,"Wikimedia Italia, 34, Via Bergognone Da Fossano, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.4518657,9.1625146,0,0,0.5,5
Concerti,08-08-21,02-08-21,"Piazza Castello, Milano, MI",Castello Sforzesco,"Estate Sforzesca, il programma dal 2 all'8 agosto",https://www.milanotoday.it/eventi/estate-sforzesca-programma-2-8-agosto.html,Musica e vita notturna,"Piazza Castello, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, Italia",45.4704699,9.1819129,0,0,0.1,1
Teatri,02-08-21,02-08-21,"Corso di Porta Ticinese, 95, Milano, MI",Chiostro del Museo Diocesano,L'ultimo spettacolo del mitico micro teatro-apecar a Milano,https://www.milanotoday.it/eventi/teatro-apecar-milano.html,Teatro e spettacolo,"95, Corso di Porta Ticinese, Ticinese, Municipio 1, Milano, Lombardia, 20123, Italia",45.4550676,9.1813468,0,0,0.1,1
Spettacoli,03-08-21,03-08-21,"Piazza Castello,20121, Milano, MI,Italia",Castello Sforzesco,La vie en rose...Bolèro,https://www.teatro.it/spettacoli/milano/castello-sforzesco/2020-2021/la-vie-en-rosebolero,Teatro e spettacolo,"Piazza Castello, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4695821,9.1817374,0,0,0.1,1
Cinema,02-09-21,06-08-21,"Viale Vittorio Veneto, 2, Milano, MI",Cineteca Milano Meet,I capolavori della Nouvelle Vague in una nuova rassegna alla Cineteca di Milano,https://www.milanotoday.it/eventi/film-nouvelle-vague-truffaut-cineteca.html,Arte e cultura,"Meet Digital Culture Center, 2, Viale Vittorio Veneto, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4753303,9.2040729,0,0,0.12,12
Manifestazioni,14-08-22,14-08-21,"Largo Greppi, 1, Milano, MI",Piccolo Teatro Strehler,Il Piccolo Teatro festeggia i cento anni della nascita di Giorgio Strehler con un ricco programma di eventi,https://www.milanotoday.it/eventi/piccolo-teatro-festeggia-cento-anni-nascita-strehler.html,Altri eventi,"Largo Antonio Greppi, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.471727,9.1826196,0,0,0.1,1
Manifestazioni,14-08-22,14-08-21,"Largo Greppi, 1, Milano, MI",Piccolo Teatro Strehler,Il Piccolo Teatro festeggia i cento anni della nascita di Giorgio Strehler con un ricco programma di eventi,https://www.milanotoday.it/eventi/piccolo-teatro-festeggia-cento-anni-nascita-strehler.html,Altri eventi,"Largo Antonio Greppi, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.471727,9.1826196,0,0,0.1,1
Altro,15-08-21,14-08-21,"via Brera, 28, Milano, MI",Pinacoteca di Brera,Ferragosto alla Pinacoteca di Brera,,Altri eventi,"Pinacoteca di Brera, 28, Via Brera, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4722421,9.1884071,0,0,0.1,1
Incontri,15-08-21,15-08-21,"Corso Magenta, 15, Milano, MI",Civico Museo Archeologico,Alla scoperta del Ferragosto al Civico Museo Archeologico,https://www.milanotoday.it/eventi/cosa-fare-milano-ferragosto-2021.html,Formazione e networking,"Civico museo archeologico di Milano, 15, Corso Magenta, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.465621,9.1787191,0,0,0.1,1
,15-08-21,15-08-21,"Piazza della Scala, 6, Milano, MI",Gallerie d'Italia,Le Gallerie d'Italia di Milano resteranno aperte (gratis) a Ferragosto,https://www.milanotoday.it/eventi/ferragosto-2021-cosa-fare.html,Non classificato,"Gallerie d'Italia, 6, Piazza della Scala, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.467265,9.1905257,0,0,0.1,1
Concerto,21-08-21,21-08-21,"Piazzale Castello, Milano, MI",Castello Sforzesco,"Fabius Constable & Celtic Harp Orchestra  ""Tutte quelle Vive Luci """,,Musica e vita notturna,"Piazzale Luigi Cadorna, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4675214,9.1771143,0,0,0.1,1
Spettacoli,24-08-21,24-08-21,"Piazza Castello,20121, Milano, MI,Italia",Castello Sforzesco,Dopodiché stasera mi butto,https://www.teatro.it/spettacoli/milano/castello-sforzesco/2020-2021/dopodiche-stasera-mi-butto,Teatro e spettacolo,"Piazza Castello, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4695821,9.1817374,0,0,0.1,1
Cinema,28-09-21,24-08-21,"Piazza Sant' Angelo, Milano, MI",,Il cinema all'aperto gratis a Milano (ma serve il green pass): tutti i film e il calendario,https://www.milanotoday.it/eventi/cinema-aperto-gratis-piazza-sant-angelo.html,Arte e cultura,"Piazza Sant'Angelo, Brera, Municipio 1, Milano, Lombardia, 20100, Italia",45.47602,9.1921123,0,0,0.22,22
Concerti,29-08-21,29-08-21,"Piazza Castello, Milano, MI",Castello Sforzesco,A Milano un super concerto omaggio allo straordinario Astor Piazzolla,https://www.milanotoday.it/eventi/concerto-astor-piazzolla.html,Musica e vita notturna,"Piazza Castello, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, Italia",45.4704699,9.1819129,0,0,0.1,1
Disco&Feste,29-08-21,29-08-21,"Viale Emilio Alemagna, 6, Milano, MI",Triennale,In Triennale tornano le feste di Le Cannibale dopo la pausa estiva,https://www.milanotoday.it/eventi/festa-le-cannibale-triennale-dario-rossi.html,Musica e vita notturna,"Triennale Design Museum, 6, Viale Emilio Alemagna, Parco Sempione, Municipio 1, Milano, Lombardia, 20121, Italia",45.4721477,9.1734894,0,0,0.4,4
Incontri,29-08-21,29-08-21,"Via Lario, 47, Milano, MI",My Way,"Fiera del disco a Gallarate, ingresso gratis",https://www.milanotoday.it/eventi/fiera-del-disco-gallarate-ingresso-gratis.html,Formazione e networking,"Via Lario, Isola, Municipio 9, Milano, Lombardia, 20159, Italia",45.4931293,9.1905909,0,0,0.-1,-1
Manifestazioni,05-09-21,30-08-21,"Piazza Castello, Milano, MI",Castello Sforzesco,"Estate Sforzesca, tutti gli appuntamenti dal 30 agosto al 5 settembre",https://www.milanotoday.it/eventi/estate-sforzesca-programma-settembre-2021.html,Altri eventi,"Piazza Castello, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, Italia",45.4704699,9.1819129,0,0,0.1,1
Incontri,01-09-21,31-08-21,"Via Lovanio, 6, Milano, MI",Amy-d Arte Spazio,Make art 2021,https://www.milanotoday.it/eventi/make-art-2021-raimondo-sandri.html,Formazione e networking,"6, Via Lovanio, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.4766942,9.1861782,0,0,0.1,1
Teatri,09-09-21,01-09-21,"Via Rovello, 2, Milano, MI",Chiostro Nina Vinchi,Estate al Piccolo Teatro: gli appuntamenti al Chiostro Nina Vinchi,https://www.milanotoday.it/eventi/appuntamenti-piccolo-teatro-chiostro-nina-vinchi-settembre-2021.html,Teatro e spettacolo,"2, Via Rovello, Brera, Milano, Lombardia, 20121, Italia",45.4665188,9.1847651,0,0,0.1,1
Mostra,13-02-22,02-09-21,"via Tortona,  56, Milano, MI",Mudec -  Museo delle culture,DISNEY L’arte di raccontare storie senza tempo,,Arte e cultura,"Mudec, 56, Via Tortona, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.4520455,9.1613185,0,0,0.5,5
Mostre,13-02-22,02-09-21,"Via Tortona, Milano, MI",Mudec - Museo delle Culture,A Milano la mostra sui capolavori Disney,https://www.milanotoday.it/eventi/mostra-disney.html,Arte e cultura,"Via Tortona, Tortona, Municipio 6, Milano, Lombardia, 20143, Italia",45.4501842,9.1562356,0,0,0.-1,-1
Mostre,13-02-22,02-09-21,"Via Tortona, Milano, MI",Mudec - Museo delle Culture,A Milano la mostra sui capolavori Disney,https://www.milanotoday.it/eventi/mostra-disney.html,Arte e cultura,"Via Tortona, Tortona, Municipio 6, Milano, Lombardia, 20143, Italia",45.4501842,9.1562356,0,0,0.-1,-1
Teatri,05-09-21,03-09-21,"Via Rovello, 2, Milano, MI",Piccolo Teatro Grassi,"Al Piccolo Teatro lo spettacolo ""Distant Lights from Dark Places"" racconta l'estinzione delle relazioni",https://www.milanotoday.it/eventi/distant-lights-from-dark-places-spettacolo-piccolo-teatro.html,Teatro e spettacolo,"2, Via Rovello, Brera, Milano, Lombardia, 20121, Italia",45.4665188,9.1847651,0,0,0.1,1
Mostre,17-09-21,03-09-21,"Via Carlo Tenca, 11, Milano, MI",Galleria Cael,Art walkway,https://www.milanotoday.it/eventi/art-walkway-2021.html,Arte e cultura,"11, Via Carlo Tenca, Centrale, Municipio 2, Milano, Lombardia, 20124, Italia",45.4806693,9.2017813,0,0,0.13,13
Mostra,07-11-21,03-09-21,"Piazza della Scala, Milano, MI",Gallerie d'Italia,Passo a due. Roberto Bolle | Giovanni Gastel,,Arte e cultura,"Piazza della Scala, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.466898,9.1896608,0,0,0.1,1
Concerti,03-09-21,03-09-21,"Piazza Castello, Milano, MI",Castello Sforzesco,I Coma_Cose in concerto da Estate Sforzesca: orari e biglietti,https://www.milanotoday.it/eventi/concerto-coma_cose-estate-sforzesca-biglietti.html,Musica e vita notturna,"Piazza Castello, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, Italia",45.4704699,9.1819129,0,0,0.1,1
Manifestazioni,12-09-21,04-09-21,"Via Bergognone, 34, Milano, MI",Base Milano,"Design Week, Base presenta “We Will Design” per progettare un futuro più sostenibile",https://www.milanotoday.it/eventi/salone-del-mobile/design-week-base-presenta-we-will-design.html,Altri eventi,"Wikimedia Italia, 34, Via Bergognone Da Fossano, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.4518657,9.1625146,0,0,0.5,5
Manifestazioni,10-09-21,04-09-21,"Via Brera, Milano, MI",,"Brera Design Week 2021, il design riparte da Milano con oltre 90 eventi",https://www.milanotoday.it/eventi/salone-del-mobile/brera-design-week-2021-eventi.html,Altri eventi,"Via Brera, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4719318,9.1876183,0,0,0.1,1
Disco&Feste,04-09-21,04-09-21,"Via Valenza, 2, Milano, MI",Ride Milano,Una festa (gratis) di Le Cannibale da Ride Milano sui Navigli,https://www.milanotoday.it/eventi/festa-musica-le-cannibale-ride-milano-navigli.html,Musica e vita notturna,"Via Valenza, Navigli, Municipio 6, Milano, Lombardia, 20144, Italia",45.4514071,9.1691656,0,0,0.27,27
Mostre,12-09-21,04-09-21,"Viale Emilio Alemagna, 6, Milano, MI",La Triennale di Milano,In Triennale una nuova mostra dedicata al rapporto tra il Salone e la città,https://www.milanotoday.it/eventi/salone-del-mobile/mostra-triennale-il-salone-e-la-citta.html,Arte e cultura,"Triennale Design Museum, 6, Viale Emilio Alemagna, Parco Sempione, Municipio 1, Milano, Lombardia, 20121, Italia",45.4721477,9.1734894,0,0,0.4,4
Manifestazioni,04-09-21,04-09-21,"Viale Gabriele D'Annunzio, Milano, MI",Darsena,Le incredibili evoluzioni del wakeboard arrivano in Darsena a Milano,https://www.milanotoday.it/eventi/wakeboard-darsena-4-settembre-2021.html,Altri eventi,"Viale Gabriele d'Annunzio, Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.453777,9.176252,0,0,0.17,17
Manifestazioni,10-09-21,05-09-21,"Via Pastrengo, Milano, MI",Quartiere Isola,"Design Week 2021, che cosa vedere nel quartiere Isola",https://www.milanotoday.it/eventi/salone-del-mobile/design-week-cosa-vedere-nel-quartiere-isola.html,Altri eventi,"Via Pastrengo, Isola, Municipio 9, Milano, Lombardia, 20159, Italia",45.4866847,9.1860306,0,0,0.26,26
Concerto,05-09-21,05-09-21,"via Gaetano de Castillia, 28, Milano, MI",Biblioteca degli Alberi,Back to the city concert,,Musica e vita notturna,"28, Via Gaetano De Castillia, Isola, Municipio 9, Milano, Lombardia, 20124, Italia",45.4857844,9.192789,0,0,0.26,26
Incontri,08-09-21,05-09-21,"Via Genova Thaon di Revel, 21, Milano, MI",Fonderia Napoleonica Eugenia,Cupra lifeplace,https://www.milanotoday.it/eventi/salone-del-mobile/cupra-lifeplace-2021.html,Formazione e networking,"Fonderia Napoleonica Eugenia, 21, Via Genova Thaon Di Revel, Isola, Municipio 9, Milano, Lombardia, 20159, Italia",45.4929581,9.1875413,0,0,0.23,23
Manifestazioni,09-09-21,05-09-21,"Via Tortona, 12, Milano, MI",,Made in Portugal al Fuorisalone 2021,https://www.milanotoday.it/eventi/salone-del-mobile/made-portugal-2021.html,Altri eventi,"Est, 12, Via Tortona, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.4541429,9.1692453,0,0,0.5,5
Mostre,19-09-21,06-09-21,"Piazza San Carlo, Milano, MI",Basilica San Carlo,"A Milano monache di clausura e detenute nella mostra ""Un mondo dentro"" di Eliana Gagliardoni",https://www.milanotoday.it/eventi/mostra-san-carlo-eliana-gagliardoni.html,Arte e cultura,"Piazza San Carlo, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.4659452,9.196413,0,0,0.1,1
Moda,12-09-21,07-09-21,"Via Alessandro Volta, 7A, Milano, MI",Moscova District Market,"""Winter Preview"" la private sale con i campionari della stagione autunno inverno dal 50% al 70%",https://www.milanotoday.it/eventi/private-sale-autunno-inverno-sconti.html,Mercati e shopping,"7a, Via Alessandro Volta, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.4794117,9.1836722,0,0,0.1,1
Mostre,07-09-21,07-09-21,"Via Maurizio Gonzaga, 2, Milano, MI",BABS Art Gallery,Un/bound - Roberta Verteramo e Luini12,https://www.milanotoday.it/eventi/un-bound-roberta-verteramo-2021.html,Arte e cultura,"2, Via Maurizio Gonzaga, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4619404,9.1894546,0,0,0.1,1
Mostre,18-09-21,07-09-21,"Corso Garibaldi, 125, Milano, MI",Antonia Jannone Galleria,F/a fakeauthentic iconic ironic @ antonia jannone gallery,https://www.milanotoday.it/eventi/mostre/f-a-fakeauthentic-iconic-ironic-mostre.html,Arte e cultura,"Corso Giuseppe Garibaldi, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.4754564,9.1836669,0,0,0.1,1
Mostre,30-09-21,08-09-21,"Via Santa Maria Valle, 2, Milano, MI",MA-EC Gallery,"Frozen time, mostra bi-personale di Mengjie Huang e Cristiano Plicato",https://www.milanotoday.it/eventi/frozen-time-mostra-bi-personale.html,Arte e cultura,"Fondazione Alessandro Durini, 2, Via Santa Maria Valle, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4600544,9.1838916,0,0,0.1,1
Incontri,10-09-21,08-09-21,"Via Casale, 7, Milano, MI",Abbracci Bistrot,"Design week, ""armonie velate"" nuova mostra fotografica di Alfonso Campiglio",https://www.milanotoday.it/eventi/design-week-armonie-velate-2021.html,Formazione e networking,"Gelateria Orso Bianco, 7, Via Casale, Navigli, Municipio 6, Milano, Lombardia, 20144, Italia",45.4513447,9.1711109,0,0,0.27,27
Mostre,31-10-21,08-09-21,"Piazza San Babila, 3, Milano, MI",Teatro Nuovo,A Milano riapre la mostra immersiva su Banksy: orari e biglietti,https://www.milanotoday.it/eventi/mostra-banksy-teatro-nuovo-biglietti.html,Arte e cultura,"3, Piazza San Babila, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.4665231,9.1971251,0,0,0.1,1
,09-10-21,08-09-21,"Via Nerino, 2, Milano, MI",Wunderkammern Gallery,Jonone - Vibrations,https://www.milanotoday.it/eventi/jonone-vibrations-jonone-2021.html,Non classificato,"Lunatica Milano, 2, Via Nerino, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4617335,9.1839293,0,0,0.1,1
Spettacoli,09-09-21,09-09-21,"Corso Buenos Aires 33,20124, Milano, MI,Italia",Elfo Puccini - sala Shakespeare,"Dentro: una storia vera, se volete",https://www.teatro.it/spettacoli/milano/elfo-puccini-sala-shakespeare/2021-2022/dentro-una-storia-vera-se-volete,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387,0,0,0.3,3
Incontri,09-09-21,09-09-21,"Via Achille Maiocchi, 14, Milano, MI",DAAA Haus,Fuorisaloneplogging  una camminata tra le vie della mdw per la raccolta dei rifiuti in plastica,https://www.milanotoday.it/eventi/fuorisaloneplogging-2021.html,Formazione e networking,"Osteria Il Trullo, 14, Via Achille Maiocchi, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20129, Italia",45.4750857,9.2130892,0,0,0.0,0
Sagre,10-09-21,09-09-21,"Viale Montello, 3, Milano, MI",Giardino comunitario Lea Garofalo,Migarden x sagra del design,https://www.milanotoday.it/eventi/salone-del-mobile/migarden-x-sagra-del-design.html,Enogastronomia,"Viale Montello, Sarpi, Municipio 1, Milano, Lombardia, 20154, Italia",45.4815808,9.1813767,0,0,0.32,32
Mostre,13-02-22,10-09-21,"Piazza del Duomo, Milano, MI",Museo del Novecento,Al Museo del Novecento la nuova mostra fotografica di Anna Valeria Borsari,https://www.milanotoday.it/eventi/mostra-personale-anna-valeria-borsari-museo-novecento.html,Arte e cultura,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0,0,0.1,1
,11-09-21,10-09-21,"Via Giorgio Giulini, 4, Milano, MI",Bravo Bistrot Milano,"Historias, la prima mostra fotografica di Alan R Correa o",https://www.milanotoday.it/eventi/historias-la-prima-mostra-fotografica-2021.html,Non classificato,"4, Via Giorgio Giulini, Duomo, Municipio 1, Milano, Lombardia, 20123, Italia",45.4667414,9.1834288,0,0,0.1,1
Mostre,13-02-22,10-09-21,"Piazza del Duomo, Milano, MI",Museo del Novecento,Al Museo del Novecento la nuova mostra fotografica di Anna Valeria Borsari,https://www.milanotoday.it/eventi/mostra-personale-anna-valeria-borsari-museo-novecento.html,Arte e cultura,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0,0,0.1,1
Mostre,22-09-21,11-09-21,"Corso di Porta Ticinese, 69, Milano, MI",Spazio Raw,Disco not disco - Mostra personale di Lorenzo Leone,https://www.milanotoday.it/eventi/disco-not-disco-mostra-personale-di-lorenzo-leone-2021.html,Arte e cultura,"69, Corso di Porta Ticinese, Ticinese, Municipio 1, Milano, Lombardia, 20123, Italia",45.4566187,9.1808704,0,0,0.1,1
Spettacoli,12-09-21,12-09-21,"Largo Antonio Greppi,20121, Milano, MI,Italia",Piccolo Teatro - Teatro Strehler,Figli di un dio ubriaco,https://www.teatro.it/spettacoli/milano/piccolo-teatro-teatro-strehler/2021-2022/figli-di-un-dio-ubriaco,Teatro e spettacolo,"Largo Antonio Greppi, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.471727,9.1826196,0,0,0.1,1
,20-02-22,14-09-21,"Piazza del Duomo, Milano, MI",museo del novecento,"Al Museo del Novecento due opere di Marinella Senatore, vincitrice del premio Acacia",https://www.milanotoday.it/eventi/mostra-museo-novecento-marinella-senatore.html,Non classificato,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0,0,0.1,1
,20-02-22,14-09-21,"Piazza del Duomo, Milano, MI",museo del novecento,"Al Museo del Novecento due opere di Marinella Senatore, vincitrice del premio Acacia",https://www.milanotoday.it/eventi/mostra-museo-novecento-marinella-senatore.html,Non classificato,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0,0,0.1,1
